onetsoc_code	title	title_nb	description	description_nb	changed
"21-1022.00"	"Healthcare Social Workers"	"Helse- og sosialarbeider"	"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family care givers, providing patient education and counseling, and making referrals for other services. May also provide care and case management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare."	"Gir enkeltpersoner, familier og grupper den psykososiale støtten de trenger for å takle kroniske, akutte eller uhelbredelige lidelser. Tjenestene inkluderer å gi råd til omsorgspersoner i familier, gi pasientopplæring og -rådgivning og å henvise til andre behandlinger. Kan også tilby omsorg og case-management eller inngripen med formål om å fremme helse, forebygge sykdom og gripe tak i barrierer for tilgang til helsetjenester."	"2017-05-26"
"21-1023.00"	"Mental Health and Substance Abuse Social Workers"	"Sosialarbeider innen psykisk helse og stoffmisbruk"	"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education."	"Undersøker og behandler personer med psykiske problemer, emosjonelle vansker eller stoffmisbrukproblemer, herunder misbruk av alkohol, tobakk og/eller andre rusmidler. Oppgaver kan omfatte individual- og gruppeterapi, kriseintervensjon, case-management, oppfølging av pasienter, forebygging og opplæring."	"2017-05-26"
"21-1029.00"	"Social Workers, All Other"	"Sosialarbeidere, alle andre"	"All social workers not listed separately."	"Alle sosialarbeidere som ikke er ført opp separat."	"2017-05-26"
"21-1091.00"	"Health Education Specialists"	"Helsepedagog"	"Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles. Collect and analyze data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments. May serve as a resource to assist individuals, other healthcare workers, or the community, and may administer fiscal resources for health education programs."	"Tilbyr og administrerer helsepedagogiske programmer som skal hjelpe enkeltpersoner, familier og deres lokalmiljø i å forbedre og opprettholde en sunn livsstil. Samler inn og analyserer data for å avdekke behov i et lokalsamfunn i forkant av planlegging, iverksetting, overvåkning og evaluering av programmer med formål å oppfordre til en sunn livsstil, sunne vaner og sunne omgivelser. Kan være en ressurs for å bistå enkeltpersoner, andre helsefagarbeidere eller lokalsamfunnet, og kan administrere økonomiske ressurser for helsepedagogiske programmer."	"2017-05-26"
"21-1092.00"	"Probation Officers and Correctional Treatment Specialists"	"Tilsynsverge og spesialist innen kriminalomsorg"	"Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole. Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations."	"Tilbyr sosialomsorg for å bistå med rehabilitering av lovbrytere i varetekt eller på prøveløslatelse. Kan gi råd om handlinger inkludert å utforme rehabiliteringsplaner og behandling av lovbryter, inkludert betinget løslatelse og vilkår for utdanning og arbeid."	"2017-05-26"
"21-1093.00"	"Social and Human Service Assistants"	"Assistenter innen sosialarbeid og humant arbeid"	"Assist in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families. May assist clients in identifying and obtaining available benefits and social and community services. May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care."	"Bistår i å gi brukere hjelp på en rekke områder, som psykologi, rehabilitering eller sosialarbeid, inkludert hjelp til familier. Kan bistå brukere i å finne fram til og få tak i tilgjengelige ytelser og sosialhjelp og frivillighetstjenester. Kan hjelpe sosialarbeidere med å utvikle, organisere og gjennomføre programmer for å forebygge og løse problemer relatert til stoffmisbruk, mellommenneskelige relasjoner, rehabilitering eller barneomsorg."	"2017-05-26"
"21-1094.00"	"Community Health Workers"	"Helsefagarbeider"	"Assist individuals and communities to adopt healthy behaviors. Conduct outreach for medical personnel or health organizations to implement programs in the community that promote, maintain, and improve individual and community health. May provide information on available resources, provide social support and informal counseling, advocate for individuals and community health needs, and provide services such as first aid and blood pressure screening. May collect data to help identify community health needs."	"Hjelper enkeltpersoner og nærmiljøer med å tilegne seg sunne vaner. Driver oppsøkende virksomhet for medisinsk personale eller helseorganisasjoner for å implementere programmer i nærmiljøer som fremmer, opprettholder og forbedrer helse på individ- og miljønivå. Kan gi informasjon om tilgjengelige ressurser, tilby sosial hjelp og uformell rådgivning, være talsmann for enkeltpersoner og lokale helsebehov, og tilby tjenester som førstehjelp og blodtrykksmåling. Kan samle inn data for å bistå i å avdekke lokale helsebehov."	"2017-05-26"
"21-1099.00"	"Community and Social Service Specialists, All Other"	"Spesialister innen sosialhjelp, alle andre"	"All community and social service specialists not listed separately."	"Alle spesialister innen sosialarbeid som ikke er ført opp separat."	"2017-05-26"
"21-2011.00"	"Clergy"	"Predikant"	"Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination. Provide spiritual and moral guidance and assistance to members."	"Leder religionsutøvelse og utfører andre spirituelle tjenester i tilknytning til lære og utøvelse av religiøs tro eller trossamfunn. Tilbyr spirituell og moralsk rådgivning og hjelp til medlemmer."	"2017-05-26"
"21-2021.00"	"Directors, Religious Activities and Education"	"Religiøs leder eller religiøs opplæringsleder"	"Plan, direct, or coordinate programs designed to promote the religious education or activities of a denominational group. May provide counseling and guidance relative to marital, health, financial, and religious problems."	"Planlegger, leder eller samordner ordninger med formål om å fremme religiøs opplæring eller aktivitet i et trossamfunn. Kan gi rådgivning og veiledning i spørsmål om ekteskap, helse, økonomi eller religion."	"2017-05-26"
"21-2099.00"	"Religious Workers, All Other"	"Religiøst ansatte, alle andre"	"All religious workers not listed separately."	"Alle religiøst ansatte som ikke er ført opp separat."	"2017-05-26"
"23-1011.00"	"Lawyers"	"Advokat"	"Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law."	"Representerer klienter i strafferettslige og privatrettslige saker eller andre rettsprosesser, utformer juridiske dokumenter eller tar hånd om eller rådgir klienter om rettsforhandlinger. Kan spesialisere seg innen et bestemt felt eller drive praksis innen et bredt spekter lovområder."	"2017-05-26"
"23-1012.00"	"Judicial Law Clerks"	"Juridisk sekretær"	"Assist judges in court or by conducting research or preparing legal documents."	"Assisterer dommer i rettssalen eller ved å gjøre undersøkelser eller forberede juridiske dokumenter."	"2017-05-26"
"23-1021.00"	"Administrative Law Judges, Adjudicators, and Hearing Officers"	"Dommer innen forvaltningsrett, dommere og avhørsdommer"	"Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters. Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements."	"Utfører avhør for å anbefale eller ta avgjørelser om påstander som gjelder offentlige ordninger eller andre offentlige anliggende. Fastslår ansvar, sanksjoner eller straffer, eller anbefaler godkjenning eller avvisning av fordringer eller forlik."	"2017-05-26"
